stage_event_id,application_id,stage_code,stage_sequence_number,stage_entry_date,stage_exit_date,exit_reason,updated_at,extracted_at
STG-00087618,APP-0041755,review,1,2025-05-31,2025-06-02,rejected,2025-06-02T18:48:43Z,2026-05-31T23:59:59Z
STG-00087619,APP-0041756,review,1,2025-05-31,2025-06-02,,2025-06-02T16:34:37Z,2026-05-31T23:59:59Z
STG-00087620,APP-0041756,screen,2,2025-06-02,2025-06-04,,2025-06-04T11:32:10Z,2026-05-31T23:59:59Z
STG-00087621,APP-0041756,assessment,3,2025-06-04,2025-06-10,rejected,2025-06-10T17:44:12Z,2026-05-31T23:59:59Z
STG-00087622,APP-0041757,review,1,2025-05-31,2025-06-03,rejected,2025-06-03T18:44:38Z,2026-05-31T23:59:59Z
STG-00087623,APP-0041758,review,1,2025-05-31,2025-06-03,,2025-06-03T12:36:16Z,2026-05-31T23:59:59Z
STG-00087624,APP-0041758,screen,2,2025-06-03,2025-06-05,rejected,2025-06-05T15:54:11Z,2026-05-31T23:59:59Z
STG-00087625,APP-0041759,review,1,2025-05-31,2025-06-02,,2025-06-02T13:30:29Z,2026-05-31T23:59:59Z
STG-00087626,APP-0041759,screen,2,2025-06-02,2025-06-07,,2025-06-07T11:35:43Z,2026-05-31T23:59:59Z
STG-00087627,APP-0041759,assessment,3,2025-06-07,2025-06-12,rejected,2025-06-12T08:14:17Z,2026-05-31T23:59:59Z
STG-00087628,APP-0041760,review,1,2025-05-31,2025-06-02,rejected,2025-06-02T18:31:36Z,2026-05-31T23:59:59Z
STG-00087629,APP-0041761,review,1,2025-05-31,2025-06-02,,2025-06-02T08:16:30Z,2026-05-31T23:59:59Z
STG-00087630,APP-0041761,screen,2,2025-06-02,2025-06-05,,2025-06-05T18:08:59Z,2026-05-31T23:59:59Z
STG-00087631,APP-0041761,assessment,3,2025-06-05,2025-06-08,,2025-06-08T16:05:01Z,2026-05-31T23:59:59Z
STG-00087632,APP-0041761,interview,4,2025-06-08,2025-06-17,,2025-06-17T17:37:27Z,2026-05-31T23:59:59Z
STG-00087633,APP-0041761,offer,5,2025-06-17,2025-06-18,,2025-06-18T19:45:05Z,2026-05-31T23:59:59Z
STG-00087634,APP-0041762,review,1,2025-05-31,2025-06-05,rejected,2025-06-05T10:52:18Z,2026-05-31T23:59:59Z
STG-00087635,APP-0041763,review,1,2025-05-31,2025-06-04,,2025-06-04T18:02:28Z,2026-05-31T23:59:59Z
STG-00087636,APP-0041763,screen,2,2025-06-04,2025-06-07,,2025-06-07T16:17:18Z,2026-05-31T23:59:59Z
STG-00087637,APP-0041763,assessment,3,2025-06-07,2025-06-18,,2025-06-18T15:01:44Z,2026-05-31T23:59:59Z
STG-00087638,APP-0041763,interview,4,2025-06-18,2025-06-27,rejected,2025-06-27T19:56:57Z,2026-05-31T23:59:59Z
STG-00087639,APP-0041764,review,1,2025-05-31,2025-06-05,rejected,2025-06-05T14:14:55Z,2026-05-31T23:59:59Z
STG-00087640,APP-0041765,review,1,2025-05-31,2025-06-03,,2025-06-03T18:14:20Z,2026-05-31T23:59:59Z
STG-00087641,APP-0041765,screen,2,2025-06-03,2025-06-09,,2025-06-09T08:28:26Z,2026-05-31T23:59:59Z
STG-00087642,APP-0041765,assessment,3,2025-06-09,2025-06-11,rejected,2025-06-11T19:29:20Z,2026-05-31T23:59:59Z
STG-00087643,APP-0041766,review,1,2025-05-31,2025-06-01,withdrawn,2025-06-01T15:33:26Z,2026-05-31T23:59:59Z
STG-00087644,APP-0041767,review,1,2025-05-31,2025-06-04,rejected,2025-06-04T14:25:41Z,2026-05-31T23:59:59Z
STG-00087645,APP-0041768,review,1,2025-05-31,2025-06-01,,2025-06-01T16:10:27Z,2026-05-31T23:59:59Z
STG-00087646,APP-0041768,screen,2,2025-06-01,2025-06-02,,2025-06-02T17:43:37Z,2026-05-31T23:59:59Z
STG-00087647,APP-0041768,assessment,3,2025-06-02,2025-06-09,rejected,2025-06-09T08:28:15Z,2026-05-31T23:59:59Z
STG-00087648,APP-0041769,review,1,2025-05-31,2025-06-04,rejected,2025-06-04T10:12:30Z,2026-05-31T23:59:59Z
STG-00087649,APP-0041770,review,1,2025-05-31,2025-06-04,rejected,2025-06-04T17:43:52Z,2026-05-31T23:59:59Z
STG-00087650,APP-0041771,review,1,2025-05-31,2025-06-09,,2025-06-09T19:26:53Z,2026-05-31T23:59:59Z
STG-00087651,APP-0041771,screen,2,2025-06-09,2025-06-12,,2025-06-12T19:34:03Z,2026-05-31T23:59:59Z
STG-00087652,APP-0041771,assessment,3,2025-06-12,2025-06-30,,2025-06-30T11:14:25Z,2026-05-31T23:59:59Z
STG-00087653,APP-0041771,interview,4,2025-06-30,2025-07-14,rejected,2025-07-14T12:39:35Z,2026-05-31T23:59:59Z
STG-00087654,APP-0041772,review,1,2025-05-31,2025-06-03,rejected,2025-06-03T09:27:00Z,2026-05-31T23:59:59Z
STG-00087655,APP-0041773,review,1,2025-05-31,2025-06-01,rejected,2025-06-01T14:54:42Z,2026-05-31T23:59:59Z
STG-00087656,APP-0041774,review,1,2025-05-31,2025-06-01,,2025-06-01T09:50:00Z,2026-05-31T23:59:59Z
STG-00087657,APP-0041774,screen,2,2025-06-01,2025-06-06,rejected,2025-06-06T11:45:34Z,2026-05-31T23:59:59Z
STG-00087658,APP-0041775,review,1,2025-05-31,2025-06-01,,2025-06-01T12:14:07Z,2026-05-31T23:59:59Z
STG-00087659,APP-0041775,screen,2,2025-06-01,2025-06-02,,2025-06-02T15:11:21Z,2026-05-31T23:59:59Z
STG-00087660,APP-0041775,assessment,3,2025-06-02,2025-06-05,rejected,2025-06-05T11:02:22Z,2026-05-31T23:59:59Z
STG-00087661,APP-0041776,review,1,2025-05-31,2025-06-03,,2025-06-03T18:31:04Z,2026-05-31T23:59:59Z
STG-00087662,APP-0041776,screen,2,2025-06-03,2025-06-06,,2025-06-06T13:33:06Z,2026-05-31T23:59:59Z
STG-00087663,APP-0041776,assessment,3,2025-06-06,2025-06-10,rejected,2025-06-10T18:08:04Z,2026-05-31T23:59:59Z
STG-00087664,APP-0041777,review,1,2025-05-31,2025-06-02,withdrawn,2025-06-02T14:55:35Z,2026-05-31T23:59:59Z
STG-00087665,APP-0041778,review,1,2025-05-31,2025-06-02,rejected,2025-06-02T14:29:05Z,2026-05-31T23:59:59Z
STG-00087666,APP-0041779,review,1,2025-05-31,2025-06-03,,2025-06-03T18:15:39Z,2026-05-31T23:59:59Z
STG-00087667,APP-0041779,screen,2,2025-06-03,2025-06-06,,2025-06-06T12:57:01Z,2026-05-31T23:59:59Z
STG-00087668,APP-0041779,assessment,3,2025-06-06,2025-06-11,,2025-06-11T14:38:04Z,2026-05-31T23:59:59Z
STG-00087669,APP-0041779,interview,4,2025-06-11,2025-06-17,,2025-06-17T15:03:54Z,2026-05-31T23:59:59Z
STG-00087670,APP-0041779,offer,5,2025-06-17,2025-06-19,offer_withdrawn,2025-06-19T08:46:55Z,2026-05-31T23:59:59Z
STG-00087671,APP-0041780,review,1,2025-05-31,2025-06-02,rejected,2025-06-02T19:59:37Z,2026-05-31T23:59:59Z
STG-00087672,APP-0041781,review,1,2025-05-31,2025-06-01,rejected,2025-06-01T09:18:11Z,2026-05-31T23:59:59Z
STG-00087673,APP-0041782,review,1,2025-05-31,2025-06-02,rejected,2025-06-02T10:09:09Z,2026-05-31T23:59:59Z
STG-00087674,APP-0041783,review,1,2025-05-31,2025-06-03,rejected,2025-06-03T18:28:54Z,2026-05-31T23:59:59Z
STG-00087675,APP-0041784,review,1,2025-05-31,2025-06-05,rejected,2025-06-05T15:36:16Z,2026-05-31T23:59:59Z
STG-00087676,APP-0041785,review,1,2025-05-31,2025-06-05,,2025-06-05T14:22:02Z,2026-05-31T23:59:59Z
STG-00087677,APP-0041785,screen,2,2025-06-05,2025-06-12,,2025-06-12T11:09:16Z,2026-05-31T23:59:59Z
STG-00087678,APP-0041785,assessment,3,2025-06-12,2025-06-22,rejected,2025-06-22T12:38:37Z,2026-05-31T23:59:59Z
STG-00087679,APP-0041786,review,1,2025-05-31,2025-06-03,,2025-06-03T17:37:31Z,2026-05-31T23:59:59Z
STG-00087680,APP-0041786,screen,2,2025-06-03,2025-06-06,,2025-06-06T12:24:16Z,2026-05-31T23:59:59Z
STG-00087681,APP-0041786,assessment,3,2025-06-06,2025-06-08,,2025-06-08T10:29:58Z,2026-05-31T23:59:59Z
STG-00087682,APP-0041786,interview,4,2025-06-08,2025-06-13,rejected,2025-06-13T16:01:32Z,2026-05-31T23:59:59Z
STG-00087683,APP-0041787,review,1,2025-05-31,2025-06-01,withdrawn,2025-06-01T17:03:06Z,2026-05-31T23:59:59Z
STG-00087684,APP-0041788,review,1,2025-05-31,2025-06-03,rejected,2025-06-03T09:29:13Z,2026-05-31T23:59:59Z
STG-00087685,APP-0041789,review,1,2025-05-31,2025-06-02,,2025-06-02T12:08:31Z,2026-05-31T23:59:59Z
STG-00087686,APP-0041789,screen,2,2025-06-02,2025-06-09,,2025-06-09T15:13:09Z,2026-05-31T23:59:59Z
STG-00087687,APP-0041789,assessment,3,2025-06-09,2025-07-04,withdrawn,2025-07-04T16:14:11Z,2026-05-31T23:59:59Z
STG-00087688,APP-0041790,review,1,2025-05-31,2025-06-02,,2025-06-02T09:32:50Z,2026-05-31T23:59:59Z
STG-00087689,APP-0041790,screen,2,2025-06-02,2025-06-08,rejected,2025-06-08T14:42:28Z,2026-05-31T23:59:59Z
STG-00087690,APP-0041791,review,1,2025-05-31,2025-06-07,rejected,2025-06-07T17:01:37Z,2026-05-31T23:59:59Z
STG-00087691,APP-0041792,review,1,2025-05-31,2025-06-03,,2025-06-03T12:11:19Z,2026-05-31T23:59:59Z
STG-00087692,APP-0041792,screen,2,2025-06-03,2025-06-05,,2025-06-05T16:05:49Z,2026-05-31T23:59:59Z
STG-00087693,APP-0041792,assessment,3,2025-06-05,2025-06-07,rejected,2025-06-07T09:39:23Z,2026-05-31T23:59:59Z
STG-00087694,APP-0041793,review,1,2025-05-31,2025-06-01,,2025-06-01T19:06:16Z,2026-05-31T23:59:59Z
STG-00087695,APP-0041793,screen,2,2025-06-01,2025-06-05,,2025-06-05T14:17:34Z,2026-05-31T23:59:59Z
STG-00087696,APP-0041793,assessment,3,2025-06-05,2025-06-08,,2025-06-08T14:49:40Z,2026-05-31T23:59:59Z
STG-00087697,APP-0041793,interview,4,2025-06-08,2025-06-12,rejected,2025-06-12T15:50:42Z,2026-05-31T23:59:59Z
STG-00087698,APP-0041794,review,1,2025-05-31,2025-06-02,withdrawn,2025-06-02T08:26:43Z,2026-05-31T23:59:59Z
STG-00087699,APP-0041795,review,1,2025-05-31,2025-06-03,rejected,2025-06-03T09:51:17Z,2026-05-31T23:59:59Z
STG-00087700,APP-0041796,review,1,2025-05-31,2025-06-02,rejected,2025-06-02T10:35:59Z,2026-05-31T23:59:59Z
STG-00087701,APP-0041797,review,1,2025-05-31,2025-06-06,,2025-06-06T09:59:53Z,2026-05-31T23:59:59Z
STG-00087702,APP-0041797,screen,2,2025-06-06,2025-06-07,,2025-06-07T09:13:07Z,2026-05-31T23:59:59Z
STG-00087703,APP-0041797,assessment,3,2025-06-07,2025-06-09,,2025-06-09T13:29:25Z,2026-05-31T23:59:59Z
STG-00087704,APP-0041797,interview,4,2025-06-09,2025-06-17,,2025-06-17T15:34:46Z,2026-05-31T23:59:59Z
STG-00087705,APP-0041797,offer,5,2025-06-17,2025-06-18,,2025-06-18T14:59:12Z,2026-05-31T23:59:59Z
STG-00087706,APP-0041798,review,1,2025-05-31,2025-06-02,rejected,2025-06-02T16:39:22Z,2026-05-31T23:59:59Z
STG-00087707,APP-0041799,review,1,2025-05-31,2025-06-02,rejected,2025-06-02T16:22:04Z,2026-05-31T23:59:59Z
STG-00087708,APP-0041800,review,1,2025-05-31,2025-06-02,,2025-06-02T19:50:21Z,2026-05-31T23:59:59Z
STG-00087709,APP-0041800,screen,2,2025-06-02,2025-06-04,,2025-06-04T13:28:11Z,2026-05-31T23:59:59Z
STG-00087710,APP-0041800,assessment,3,2025-06-04,2025-06-09,,2025-06-09T13:37:18Z,2026-05-31T23:59:59Z
STG-00087711,APP-0041800,interview,4,2025-06-09,2025-06-17,,2025-06-17T13:01:12Z,2026-05-31T23:59:59Z
STG-00087712,APP-0041800,offer,5,2025-06-17,2025-06-19,,2025-06-19T16:30:26Z,2026-05-31T23:59:59Z
STG-00087713,APP-0041801,review,1,2025-05-31,2025-06-03,rejected,2025-06-03T13:18:44Z,2026-05-31T23:59:59Z
STG-00087714,APP-0041802,review,1,2025-05-31,2025-06-10,,2025-06-10T13:36:23Z,2026-05-31T23:59:59Z
STG-00087715,APP-0041802,screen,2,2025-06-10,2025-06-13,,2025-06-13T17:32:49Z,2026-05-31T23:59:59Z
STG-00087716,APP-0041802,assessment,3,2025-06-13,2025-06-19,rejected,2025-06-19T12:24:27Z,2026-05-31T23:59:59Z
STG-00087717,APP-0041803,review,1,2025-05-31,2025-06-03,,2025-06-03T09:11:09Z,2026-05-31T23:59:59Z
STG-00087718,APP-0041803,screen,2,2025-06-03,2025-06-09,,2025-06-09T16:35:08Z,2026-05-31T23:59:59Z
STG-00087719,APP-0041803,assessment,3,2025-06-09,2025-06-14,rejected,2025-06-14T11:02:02Z,2026-05-31T23:59:59Z
STG-00087720,APP-0041804,review,1,2025-05-31,2025-06-01,,2025-06-01T09:12:45Z,2026-05-31T23:59:59Z
STG-00087721,APP-0041804,screen,2,2025-06-01,2025-06-07,,2025-06-07T15:49:47Z,2026-05-31T23:59:59Z
STG-00087722,APP-0041804,assessment,3,2025-06-07,2025-06-18,rejected,2025-06-18T11:04:01Z,2026-05-31T23:59:59Z
STG-00087723,APP-0041805,review,1,2025-05-31,2025-06-01,,2025-06-01T09:52:55Z,2026-05-31T23:59:59Z
STG-00087724,APP-0041805,screen,2,2025-06-01,2025-06-03,,2025-06-03T10:59:32Z,2026-05-31T23:59:59Z
STG-00087725,APP-0041805,assessment,3,2025-06-03,2025-06-12,,2025-06-12T15:38:42Z,2026-05-31T23:59:59Z
STG-00087726,APP-0041805,interview,4,2025-06-12,2025-06-21,withdrawn,2025-06-21T19:32:08Z,2026-05-31T23:59:59Z
STG-00087727,APP-0041806,review,1,2025-05-31,2025-06-04,,2025-06-04T15:45:50Z,2026-05-31T23:59:59Z
STG-00087728,APP-0041806,screen,2,2025-06-04,2025-06-07,,2025-06-07T16:26:39Z,2026-05-31T23:59:59Z
STG-00087729,APP-0041806,assessment,3,2025-06-07,2025-06-12,withdrawn,2025-06-12T08:13:29Z,2026-05-31T23:59:59Z
STG-00087730,APP-0041807,review,1,2025-05-31,2025-06-05,rejected,2025-06-05T16:14:04Z,2026-05-31T23:59:59Z
STG-00087731,APP-0041808,review,1,2025-05-31,2025-06-03,rejected,2025-06-03T13:46:02Z,2026-05-31T23:59:59Z
STG-00087732,APP-0041809,review,1,2025-05-31,2025-06-03,,2025-06-03T14:53:20Z,2026-05-31T23:59:59Z
STG-00087733,APP-0041809,screen,2,2025-06-03,2025-06-08,,2025-06-08T12:05:10Z,2026-05-31T23:59:59Z
STG-00087734,APP-0041809,assessment,3,2025-06-08,2025-06-12,,2025-06-12T13:01:09Z,2026-05-31T23:59:59Z
STG-00087735,APP-0041809,interview,4,2025-06-12,2025-06-25,rejected,2025-06-25T13:07:15Z,2026-05-31T23:59:59Z
STG-00087736,APP-0041810,review,1,2025-05-31,2025-06-02,,2025-06-02T11:49:13Z,2026-05-31T23:59:59Z
STG-00087737,APP-0041810,screen,2,2025-06-02,2025-06-04,,2025-06-04T10:57:51Z,2026-05-31T23:59:59Z
STG-00087738,APP-0041810,assessment,3,2025-06-04,2025-06-11,,2025-06-11T19:54:38Z,2026-05-31T23:59:59Z
STG-00087739,APP-0041810,interview,4,2025-06-11,2025-06-14,,2025-06-14T12:09:12Z,2026-05-31T23:59:59Z
STG-00087740,APP-0041810,offer,5,2025-06-14,2025-06-18,,2025-06-18T17:45:47Z,2026-05-31T23:59:59Z
STG-00087741,APP-0041811,review,1,2025-05-31,2025-06-03,,2025-06-03T12:57:01Z,2026-05-31T23:59:59Z
STG-00087742,APP-0041811,screen,2,2025-06-03,2025-06-06,,2025-06-06T18:11:51Z,2026-05-31T23:59:59Z
STG-00087743,APP-0041811,assessment,3,2025-06-06,2025-06-10,,2025-06-10T14:40:49Z,2026-05-31T23:59:59Z
STG-00087744,APP-0041811,interview,4,2025-06-10,2025-06-14,,2025-06-14T15:42:10Z,2026-05-31T23:59:59Z
STG-00087745,APP-0041811,offer,5,2025-06-14,2025-06-15,,2025-06-15T17:01:56Z,2026-05-31T23:59:59Z
STG-00087746,APP-0041812,review,1,2025-05-31,2025-06-02,rejected,2025-06-02T12:23:26Z,2026-05-31T23:59:59Z
STG-00087747,APP-0041813,review,1,2025-05-31,2025-06-01,,2025-06-01T10:10:48Z,2026-05-31T23:59:59Z
STG-00087748,APP-0041813,screen,2,2025-06-01,2025-06-03,rejected,2025-06-03T15:56:41Z,2026-05-31T23:59:59Z
STG-00087749,APP-0041814,review,1,2025-05-31,2025-06-01,rejected,2025-06-01T14:46:07Z,2026-05-31T23:59:59Z
STG-00087750,APP-0041815,review,1,2025-05-31,2025-06-01,,2025-06-01T11:54:50Z,2026-05-31T23:59:59Z
STG-00087751,APP-0041815,screen,2,2025-06-01,2025-06-09,,2025-06-09T19:06:04Z,2026-05-31T23:59:59Z
STG-00087752,APP-0041815,assessment,3,2025-06-09,2025-06-11,,2025-06-11T10:21:26Z,2026-05-31T23:59:59Z
STG-00087753,APP-0041815,interview,4,2025-06-11,2025-06-15,rejected,2025-06-15T11:22:24Z,2026-05-31T23:59:59Z
STG-00087754,APP-0041816,review,1,2025-06-01,2025-06-06,withdrawn,2025-06-06T10:18:59Z,2026-05-31T23:59:59Z
STG-00087755,APP-0041817,review,1,2025-06-01,2025-06-13,rejected,2025-06-13T16:10:45Z,2026-05-31T23:59:59Z
STG-00087756,APP-0041818,review,1,2025-06-01,2025-06-06,withdrawn,2025-06-06T11:33:19Z,2026-05-31T23:59:59Z
STG-00087757,APP-0041819,review,1,2025-06-01,2025-06-03,,2025-06-03T18:24:41Z,2026-05-31T23:59:59Z
STG-00087758,APP-0041819,screen,2,2025-06-03,2025-06-04,rejected,2025-06-04T09:16:40Z,2026-05-31T23:59:59Z
STG-00087759,APP-0041820,review,1,2025-06-01,2025-06-07,withdrawn,2025-06-07T08:55:10Z,2026-05-31T23:59:59Z
STG-00087760,APP-0041821,review,1,2025-06-01,2025-06-12,rejected,2025-06-12T09:26:33Z,2026-05-31T23:59:59Z
STG-00087761,APP-0041822,review,1,2025-06-01,2025-06-09,,2025-06-09T17:20:31Z,2026-05-31T23:59:59Z
STG-00087762,APP-0041822,screen,2,2025-06-09,2025-06-14,,2025-06-14T12:48:37Z,2026-05-31T23:59:59Z
STG-00087763,APP-0041822,assessment,3,2025-06-14,2025-06-25,withdrawn,2025-06-25T10:20:35Z,2026-05-31T23:59:59Z
STG-00087764,APP-0041823,review,1,2025-06-01,2025-06-06,withdrawn,2025-06-06T09:17:04Z,2026-05-31T23:59:59Z
STG-00087765,APP-0041824,review,1,2025-06-01,2025-06-05,,2025-06-05T15:53:42Z,2026-05-31T23:59:59Z
STG-00087766,APP-0041824,screen,2,2025-06-05,2025-06-12,,2025-06-12T19:16:12Z,2026-05-31T23:59:59Z
STG-00087767,APP-0041824,assessment,3,2025-06-12,2025-06-18,,2025-06-18T13:32:26Z,2026-05-31T23:59:59Z
STG-00087768,APP-0041824,interview,4,2025-06-18,2025-07-03,,2025-07-03T17:36:59Z,2026-05-31T23:59:59Z
STG-00087769,APP-0041824,offer,5,2025-07-03,2025-07-06,,2025-07-06T08:05:01Z,2026-05-31T23:59:59Z
STG-00087770,APP-0041825,review,1,2025-06-01,2025-06-07,,2025-06-07T19:35:36Z,2026-05-31T23:59:59Z
STG-00087771,APP-0041825,screen,2,2025-06-07,2025-06-11,,2025-06-11T18:24:30Z,2026-05-31T23:59:59Z
STG-00087772,APP-0041825,assessment,3,2025-06-11,2025-06-29,rejected,2025-06-29T13:30:12Z,2026-05-31T23:59:59Z
STG-00087773,APP-0041826,review,1,2025-06-01,2025-06-03,,2025-06-03T09:25:06Z,2026-05-31T23:59:59Z
STG-00087774,APP-0041826,screen,2,2025-06-03,2025-06-09,rejected,2025-06-09T19:53:53Z,2026-05-31T23:59:59Z
STG-00087775,APP-0041827,review,1,2025-06-01,2025-06-03,,2025-06-03T09:57:27Z,2026-05-31T23:59:59Z
STG-00087776,APP-0041827,screen,2,2025-06-03,2025-06-08,,2025-06-08T14:58:05Z,2026-05-31T23:59:59Z
STG-00087777,APP-0041827,assessment,3,2025-06-08,2025-06-17,rejected,2025-06-17T12:09:15Z,2026-05-31T23:59:59Z
STG-00087778,APP-0041828,review,1,2025-06-01,2025-06-05,rejected,2025-06-05T17:40:10Z,2026-05-31T23:59:59Z
STG-00087779,APP-0041829,review,1,2025-06-01,2025-06-12,withdrawn,2025-06-12T08:35:56Z,2026-05-31T23:59:59Z
STG-00087780,APP-0041830,review,1,2025-06-01,2025-06-04,rejected,2025-06-04T17:44:39Z,2026-05-31T23:59:59Z
STG-00087781,APP-0041831,review,1,2025-06-01,2025-06-03,rejected,2025-06-03T08:47:13Z,2026-05-31T23:59:59Z
STG-00087782,APP-0041832,review,1,2025-06-01,2025-06-06,rejected,2025-06-06T14:44:59Z,2026-05-31T23:59:59Z
STG-00087783,APP-0041833,review,1,2025-06-01,2025-06-02,rejected,2025-06-02T16:11:41Z,2026-05-31T23:59:59Z
STG-00087784,APP-0041834,review,1,2025-06-01,2025-06-04,,2025-06-04T10:46:54Z,2026-05-31T23:59:59Z
STG-00087785,APP-0041834,screen,2,2025-06-04,2025-06-08,rejected,2025-06-08T13:00:56Z,2026-05-31T23:59:59Z
STG-00087786,APP-0041835,review,1,2025-06-01,2025-06-07,,2025-06-07T15:41:38Z,2026-05-31T23:59:59Z
STG-00087787,APP-0041835,screen,2,2025-06-07,2025-06-09,,2025-06-09T11:45:40Z,2026-05-31T23:59:59Z
STG-00087788,APP-0041835,assessment,3,2025-06-09,2025-06-16,,2025-06-16T14:41:57Z,2026-05-31T23:59:59Z
STG-00087789,APP-0041835,interview,4,2025-06-16,2025-06-19,rejected,2025-06-19T11:09:23Z,2026-05-31T23:59:59Z
STG-00087790,APP-0041836,review,1,2025-06-01,2025-06-03,rejected,2025-06-03T15:18:30Z,2026-05-31T23:59:59Z
STG-00087791,APP-0041837,review,1,2025-06-01,2025-06-06,,2025-06-06T17:32:00Z,2026-05-31T23:59:59Z
STG-00087792,APP-0041837,screen,2,2025-06-06,2025-06-13,,2025-06-13T15:13:46Z,2026-05-31T23:59:59Z
STG-00087793,APP-0041837,assessment,3,2025-06-13,2025-07-10,,2025-07-10T08:23:24Z,2026-05-31T23:59:59Z
STG-00087794,APP-0041837,interview,4,2025-07-10,2025-08-03,rejected,2025-08-03T19:59:27Z,2026-05-31T23:59:59Z
STG-00087795,APP-0041838,review,1,2025-06-01,2025-06-06,rejected,2025-06-06T15:34:33Z,2026-05-31T23:59:59Z
STG-00087796,APP-0041839,review,1,2025-06-01,2025-06-02,withdrawn,2025-06-02T10:21:39Z,2026-05-31T23:59:59Z
STG-00087797,APP-0041840,review,1,2025-06-01,2025-06-02,,2025-06-02T16:18:45Z,2026-05-31T23:59:59Z
STG-00087798,APP-0041840,screen,2,2025-06-02,2025-06-07,,2025-06-07T16:54:12Z,2026-05-31T23:59:59Z
STG-00087799,APP-0041840,assessment,3,2025-06-07,2025-06-19,,2025-06-19T14:59:46Z,2026-05-31T23:59:59Z
STG-00087800,APP-0041840,interview,4,2025-06-19,2025-07-20,rejected,2025-07-20T11:29:54Z,2026-05-31T23:59:59Z
STG-00087801,APP-0041841,review,1,2025-06-01,2025-06-05,rejected,2025-06-05T09:12:04Z,2026-05-31T23:59:59Z
STG-00087802,APP-0041842,review,1,2025-06-01,2025-06-18,rejected,2025-06-18T08:31:26Z,2026-05-31T23:59:59Z
STG-00087803,APP-0041843,review,1,2025-06-01,2025-06-08,,2025-06-08T09:07:20Z,2026-05-31T23:59:59Z
STG-00087804,APP-0041843,screen,2,2025-06-08,2025-06-10,rejected,2025-06-10T11:41:31Z,2026-05-31T23:59:59Z
STG-00087805,APP-0041844,review,1,2025-06-01,2025-06-02,rejected,2025-06-02T12:47:57Z,2026-05-31T23:59:59Z
STG-00087806,APP-0041845,review,1,2025-06-01,2025-06-05,rejected,2025-06-05T08:51:19Z,2026-05-31T23:59:59Z
STG-00087807,APP-0041846,review,1,2025-06-01,2025-06-02,,2025-06-02T12:14:09Z,2026-05-31T23:59:59Z
STG-00087808,APP-0041846,screen,2,2025-06-02,2025-06-04,,2025-06-04T10:21:52Z,2026-05-31T23:59:59Z
STG-00087809,APP-0041846,assessment,3,2025-06-04,2025-06-13,withdrawn,2025-06-13T15:36:54Z,2026-05-31T23:59:59Z
STG-00087810,APP-0041847,review,1,2025-06-01,2025-06-03,withdrawn,2025-06-03T11:50:11Z,2026-05-31T23:59:59Z
STG-00087811,APP-0041848,review,1,2025-06-01,2025-06-05,,2025-06-05T14:53:25Z,2026-05-31T23:59:59Z
STG-00087812,APP-0041848,screen,2,2025-06-05,2025-06-08,rejected,2025-06-08T12:03:43Z,2026-05-31T23:59:59Z
STG-00087813,APP-0041849,review,1,2025-06-01,2025-06-05,,2025-06-05T10:32:41Z,2026-05-31T23:59:59Z
STG-00087814,APP-0041849,screen,2,2025-06-05,2025-06-07,,2025-06-07T17:50:34Z,2026-05-31T23:59:59Z
STG-00087815,APP-0041849,assessment,3,2025-06-07,2025-06-10,,2025-06-10T18:07:56Z,2026-05-31T23:59:59Z
STG-00087816,APP-0041849,interview,4,2025-06-10,2025-06-16,withdrawn,2025-06-16T12:44:54Z,2026-05-31T23:59:59Z
STG-00087817,APP-0041850,review,1,2025-06-01,2025-06-03,,2025-06-03T19:50:40Z,2026-05-31T23:59:59Z
STG-00087818,APP-0041850,screen,2,2025-06-03,2025-06-06,rejected,2025-06-06T16:09:37Z,2026-05-31T23:59:59Z
STG-00087819,APP-0041851,review,1,2025-06-01,2025-06-04,,2025-06-04T15:34:47Z,2026-05-31T23:59:59Z
STG-00087820,APP-0041851,screen,2,2025-06-04,2025-06-08,,2025-06-08T13:44:16Z,2026-05-31T23:59:59Z
STG-00087821,APP-0041851,assessment,3,2025-06-08,2025-06-12,rejected,2025-06-12T16:41:10Z,2026-05-31T23:59:59Z
STG-00087822,APP-0041852,review,1,2025-06-01,2025-06-03,,2025-06-03T18:13:48Z,2026-05-31T23:59:59Z
STG-00087823,APP-0041852,screen,2,2025-06-03,2025-06-04,,2025-06-04T15:20:42Z,2026-05-31T23:59:59Z
STG-00087824,APP-0041852,assessment,3,2025-06-04,2025-06-09,rejected,2025-06-09T14:57:45Z,2026-05-31T23:59:59Z
STG-00087825,APP-0041853,review,1,2025-06-01,2025-06-05,,2025-06-05T11:17:19Z,2026-05-31T23:59:59Z
STG-00087826,APP-0041853,screen,2,2025-06-05,2025-06-07,,2025-06-07T15:21:41Z,2026-05-31T23:59:59Z
STG-00087827,APP-0041853,assessment,3,2025-06-07,2025-06-09,,2025-06-09T13:17:07Z,2026-05-31T23:59:59Z
STG-00087828,APP-0041853,interview,4,2025-06-09,2025-06-17,rejected,2025-06-17T12:58:42Z,2026-05-31T23:59:59Z
STG-00087829,APP-0041854,review,1,2025-06-01,2025-06-03,,2025-06-03T11:48:36Z,2026-05-31T23:59:59Z
STG-00087830,APP-0041854,screen,2,2025-06-03,2025-06-07,,2025-06-07T19:09:37Z,2026-05-31T23:59:59Z
